id,PA1,AccVal,val
karsj001,126,0.794250,0.0063035714
dewib001,798,5.024860,0.0062968170
chisl001,703,4.421110,0.0062889189
tatif001,74,0.464940,0.0062829730
custj001,714,4.481740,0.0062769468
gibbj002,147,0.919590,0.0062557143
johne002,828,5.176920,0.0062523188
vazqj001,72,0.449630,0.0062448611
cantj001,720,4.495220,0.0062433611
crosb002,196,1.219590,0.0062223980
escoe001,341,2.118940,0.0062139003
flowt001,592,3.676040,0.0062095270
bernr001,1344,8.330780,0.0061984970
hawpb001,622,3.852630,0.0061939389
yound003,2249,13.919320,0.0061891152
mercj002,464,2.869610,0.0061845043
freed001,1954,12.073450,0.0061788383
peteb001,552,3.402170,0.0061633514
abret001,440,2.711480,0.0061624545
rodrw002,239,1.472000,0.0061589958
alvap001,1928,11.864690,0.0061538849
arenj001,1447,8.863250,0.0061252592
milll002,430,2.633580,0.0061246047
carpc002,189,1.151440,0.0060922751
hairj002,1447,8.799660,0.0060813131
burrp001,729,4.429940,0.0060767353
wised001,544,3.297400,0.0060613971
lillb001,612,3.704650,0.0060533497
carsm001,169,1.020650,0.0060393491
burna001,146,0.881500,0.0060376712
olivm001,1377,8.307840,0.0060332898
lee-c003,235,1.415350,0.0060227660
presa001,850,5.119100,0.0060224706
gillc001,502,3.020390,0.0060167131
wilsj003,562,3.374310,0.0060041103
morak001,1432,8.546960,0.0059685475
lopej003,1155,6.860730,0.0059400260
bailh001,238,1.412580,0.0059352101
alony001,1154,6.833680,0.0059217331
dobbg001,1272,7.519280,0.0059113836
burrb001,31,0.183170,0.0059087097
navad001,709,4.183290,0.0059002680
abreb001,1586,9.318550,0.0058755044
nickm001,198,1.162280,0.0058701010
garca003,339,1.987640,0.0058632448
valbl001,1087,6.343090,0.0058354094
rossd001,674,3.916400,0.0058106825
domim001,775,4.498110,0.0058040129
penar002,339,1.960450,0.0057830383
stavn001,127,0.733270,0.0057737795
tracc001,411,2.348320,0.0057136740
adamm002,489,2.793140,0.0057119427
teahm001,456,2.603030,0.0057083991
kalir001,288,1.629540,0.0056581250
hickb002,100,0.565260,0.0056526000
flahr001,453,2.551440,0.0056323179
herrc001,211,1.187000,0.0056255924
franb001,776,4.339860,0.0055926031
ely-j001,36,0.200980,0.0055827778
hernl004,50,0.278250,0.0055650000
soria001,2372,13.184200,0.0055582631
ohler001,81,0.449800,0.0055530864
hudst001,289,1.601110,0.0055401730
gimec001,262,1.451230,0.0055390458
buted001,558,3.083700,0.0055263441
buckj001,1856,10.243300,0.0055190194
gomem001,116,0.639550,0.0055133621
parmc001,643,3.543110,0.0055102799
wolfr001,203,1.116740,0.0055011823
fox-j001,281,1.541460,0.0054856228
gosea001,356,1.947170,0.0054695787
oswar001,134,0.732050,0.0054630597
minom001,179,0.975960,0.0054522905
diaza002,37,0.200980,0.0054318919
millc001,122,0.661610,0.0054230328
mastd002,275,1.487470,0.0054089818
saunj001,151,0.816150,0.0054049669
chatt001,77,0.415460,0.0053955844
rusic001,33,0.177580,0.0053812121
felip001,441,2.372100,0.0053789116
bourj001,484,2.594540,0.0053606198
woodc001,33,0.176360,0.0053442424
sullc001,71,0.378930,0.0053370423
ibanr001,2263,12.028880,0.0053154574
florj002,410,2.170320,0.0052934634
river003,191,1.008620,0.0052807330
colec001,55,0.289930,0.0052714545
chave001,904,4.748430,0.0052526881
moort002,364,1.908730,0.0052437637
andel002,61,0.317500,0.0052049180
patte001,313,1.628800,0.0052038339
towlj001,223,1.159590,0.0051999552
hallr001,280,1.454790,0.0051956786
mortc002,147,0.762380,0.0051862585
gee-d001,180,0.928160,0.0051564444
navae001,18,0.092720,0.0051511111
sosah001,18,0.092720,0.0051511111
kuroh001,150,0.768880,0.0051258667
amara001,788,4.037850,0.0051241751
millj004,74,0.378360,0.0051129730
orr-p001,188,0.961220,0.0051128723
kersc001,342,1.748160,0.0051115789
ottaa001,30,0.152580,0.0050860000
guilc001,379,1.927310,0.0050852507
molib001,470,2.381550,0.0050671277
halmg001,127,0.643400,0.0050661417
hudsd001,130,0.654560,0.0050350769
larij001,80,0.401470,0.0050183750
pennb002,26,0.130350,0.0050134615
volsc001,149,0.747000,0.0050134228
carre001,413,2.067650,0.0050064165
harrl002,72,0.360410,0.0050056944
branr001,609,3.043970,0.0049983087
recka001,234,1.167620,0.0049898291
ellia001,1277,6.367910,0.0049866171
winnr001,242,1.204750,0.0049783058
sizeg001,443,2.193260,0.0049509255
jaraj001,146,0.721230,0.0049399315
kaaik001,460,2.265090,0.0049241087
michj001,382,1.878190,0.0049167277
tosor001,197,0.967830,0.0049128426
mangm001,41,0.200980,0.0049019512
navay001,205,1.003030,0.0048928293
franj005,768,3.750890,0.0048839714
parej002,407,1.982870,0.0048719165
davib004,127,0.616790,0.0048566142
mathj002,407,1.975850,0.0048546683
westj001,191,0.923930,0.0048373298
torrc001,32,0.153430,0.0047946875
lobaj001,570,2.732830,0.0047944386
haraa001,178,0.850090,0.0047757865
kaplg001,149,0.711250,0.0047734899
enrib001,53,0.252680,0.0047675472
arrob001,296,1.401130,0.0047335473
fierm001,43,0.201790,0.0046927907
harvm001,85,0.398850,0.0046923529
vogts001,197,0.917040,0.0046550254
barar001,1079,5.008670,0.0046419555
ramiw001,122,0.565800,0.0046377049
fielj001,52,0.239230,0.0046005769
dickc001,292,1.341550,0.0045943493
gonzg003,154,0.704370,0.0045738312
browa003,323,1.474720,0.0045656966
garzm001,129,0.587370,0.0045532558
sanch002,428,1.943930,0.0045418925
frazj001,24,0.108580,0.0045241667
dankj002,262,1.183420,0.0045168702
sappd001,278,1.252690,0.0045060791
martj006,1014,4.539560,0.0044768836
axeld001,2,0.008890,0.0044450000
gillc002,193,0.856880,0.0044397927
mahop002,253,1.113170,0.0043998814
congh001,522,2.290710,0.0043883333
hagum001,78,0.340880,0.0043702564
castr002,211,0.921470,0.0043671564
clemj001,184,0.802980,0.0043640217
ameza001,94,0.406020,0.0043193617
lockj001,71,0.306340,0.0043146479
blanj001,153,0.658750,0.0043055556
coopd002,234,1.003540,0.0042886325
mccom001,395,1.689760,0.0042778734
quirg001,109,0.464020,0.0042570642
zitob001,202,0.857570,0.0042453960
jimeu001,136,0.577290,0.0042447794
rogee002,61,0.258030,0.0042300000
ruizr001,42,0.177580,0.0042280952
bradm001,412,1.730660,0.0042006311
mcbrm002,86,0.358400,0.0041674419
posaj001,915,3.799020,0.0041519344
galvf001,428,1.774890,0.0041469393
chacj001,216,0.895670,0.0041466204
forsl001,812,3.357590,0.0041349631
buckt001,295,1.208170,0.0040954915
phelc001,126,0.515810,0.0040937302
kendk001,202,0.826160,0.0040899010
aybaw001,334,1.355650,0.0040588323
cahit001,137,0.555640,0.0040557664
guthj001,44,0.178390,0.0040543182
bardj001,218,0.881230,0.0040423394
leakm001,274,1.107460,0.0040418248
buehm001,84,0.338810,0.0040334524
moora001,258,1.036380,0.0040169767
mitcr001,106,0.424860,0.0040081132
oeltt001,126,0.500170,0.0039696032
zimmj003,209,0.827420,0.0039589474
thamm001,340,1.331050,0.0039148529
tekob001,95,0.369530,0.0038897895
chapa001,1,0.003860,0.0038600000
corrk001,172,0.663320,0.0038565116
penaw001,121,0.463650,0.0038318182
davib005,67,0.256510,0.0038285075
jacke001,210,0.791820,0.0037705714
hernl003,138,0.520150,0.0037692029
hecha001,738,2.780860,0.0037681030
gorzt001,105,0.395580,0.0037674286
turnj002,55,0.204840,0.0037243636
zambc001,144,0.536240,0.0037238889
billc001,192,0.710090,0.0036983854
raucj001,2,0.007320,0.0036600000
chama002,118,0.431480,0.0036566102
happj001,124,0.453230,0.0036550806
loper001,106,0.387020,0.0036511321
vanss001,216,0.788340,0.0036497222
richc002,199,0.725610,0.0036462814
jackb002,145,0.525580,0.0036246897
handb001,25,0.090480,0.0036192000
johnd004,295,1.066550,0.0036154237
mayse001,66,0.236150,0.0035780303
nolar001,264,0.942230,0.0035690530
lylej001,82,0.285940,0.0034870732
latom001,289,1.003280,0.0034715571
lirif001,70,0.242450,0.0034635714
eovan001,84,0.285470,0.0033984524
bixlb001,195,0.660530,0.0033873333
suttd002,240,0.796720,0.0033196667
lannj001,153,0.507680,0.0033181699
pelfm001,144,0.477180,0.0033137500
hefnj001,65,0.211410,0.0032524615
grany001,349,1.134660,0.0032511748
powel001,259,0.827490,0.0031949421
baldr001,29,0.090610,0.0031244828
woodt004,207,0.642560,0.0031041546
narvc001,124,0.384020,0.0030969355
pagnm001,107,0.330330,0.0030871963
culbc001,134,0.405200,0.0030238806
fielt001,83,0.249230,0.0030027711
hammj002,138,0.410720,0.0029762319
atkig001,156,0.455570,0.0029203205
tuiam001,338,0.970970,0.0028726923
lunah001,97,0.278270,0.0028687629
lairb001,145,0.404470,0.0027894483
felds001,51,0.140150,0.0027480392
yound004,211,0.579170,0.0027448815
anglm001,97,0.263440,0.0027158763
hermj001,337,0.900730,0.0026727893
lowed001,142,0.376410,0.0026507746
hamim001,67,0.176600,0.0026358209
volqe001,170,0.443820,0.0026107059
slowk001,32,0.083320,0.0026037500
valdr002,18,0.045320,0.0025177778
wellr001,119,0.299040,0.0025129412
marqj001,158,0.395110,0.0025006962
hessm001,67,0.166650,0.0024873134
hu--c001,49,0.120990,0.0024691837
dural001,60,0.146320,0.0024386667
darnj001,77,0.183330,0.0023809091
bowkj001,201,0.462700,0.0023019900
green001,115,0.264640,0.0023012174
valac001,143,0.328210,0.0022951748
lidda001,190,0.435190,0.0022904737
ryalr001,226,0.481840,0.0021320354
evera001,158,0.326650,0.0020674051
snydb003,165,0.337420,0.0020449697
parrm001,43,0.086700,0.0020162791
ryanm001,42,0.083420,0.0019861905
geruj001,78,0.153980,0.0019741026
graht001,2,0.003860,0.0019300000
britz001,8,0.014770,0.0018462500
lillt001,150,0.272860,0.0018190667
guyeb001,50,0.090870,0.0018174000
millk004,33,0.057000,0.0017272727
jurrj001,120,0.188550,0.0015712500
ziegb001,6,0.008890,0.0014816667
sanca004,186,0.273170,0.0014686559
santj003,110,0.142480,0.0012952727
delaj001,137,0.174590,0.0012743796
arrij001,32,0.039320,0.0012287500
greet005,159,0.191150,0.0012022013
weavj002,5,0.005880,0.0011760000
moorj001,8,0.008890,0.0011112500
eldrb001,44,0.048500,0.0011022727
stpim001,9,0.008890,0.0009877778
tillc001,8,0.007320,0.0009150000
staut001,94,0.083160,0.0008846809
wellk001,14,0.011770,0.0008407143
matsd001,21,0.017600,0.0008380952
rohlr001,20,0.016210,0.0008105000
lopew001,1,0.000810,0.0008100000
galaa002,29,0.023090,0.0007962069
montl001,119,0.090000,0.0007563025
phipd001,12,0.008890,0.0007408333
casta003,44,0.031430,0.0007143182
holms002,18,0.012750,0.0007083333
pinam001,17,0.011640,0.0006847059
molig002,13,0.008890,0.0006838462
golsg001,35,0.023280,0.0006651429
lestj001,28,0.017600,0.0006285714
fistd001,20,0.011800,0.0005900000
reynm002,8,0.004580,0.0005725000
paulf001,34,0.019230,0.0005655882
mesam001,16,0.008890,0.0005556250
santh001,6,0.003210,0.0005350000
bardb001,38,0.020070,0.0005281579
peguf001,47,0.024750,0.0005265957
padiv001,38,0.019870,0.0005228947
capuc001,180,0.089520,0.0004973333
talbm001,8,0.003860,0.0004825000
samaj001,148,0.070420,0.0004758108
villc001,45,0.020400,0.0004533333
miscp001,9,0.003860,0.0004288889
lucyd001,29,0.011640,0.0004013793
keucd001,30,0.011180,0.0003726667
verlj001,20,0.007320,0.0003660000
nealt001,45,0.016210,0.0003602222
stamc001,60,0.021380,0.0003563333
badeb001,11,0.003860,0.0003509091
kazms001,11,0.003860,0.0003509091
carmf001,12,0.003860,0.0003216667
simoa001,12,0.003860,0.0003216667
medlk001,144,0.043480,0.0003019444
hills004,13,0.003860,0.0002969231
holld003,11,0.003140,0.0002854545
olt-m001,40,0.011270,0.0002817500
cataf001,26,0.007320,0.0002815385
humbp001,11,0.002880,0.0002618182
carsr001,1,0.000260,0.0002600000
martc005,15,0.003860,0.0002573333
petiy001,18,0.004580,0.0002544444
sweem002,176,0.044550,0.0002531250
montl002,30,0.007320,0.0002440000
collj001,87,0.020980,0.0002411494
bassa001,39,0.008890,0.0002279487
chirr001,97,0.021640,0.0002230928
figun001,33,0.007320,0.0002218182
gomej002,18,0.003860,0.0002144444
owinm001,36,0.007320,0.0002033333
willd003,42,0.007640,0.0001819048
suppj001,43,0.007320,0.0001702326
hughr001,54,0.009050,0.0001675926
gaudc001,38,0.006330,0.0001665789
moyej001,52,0.008630,0.0001659615
russk001,55,0.007320,0.0001330909
hernd003,7,0.000810,0.0001157143
carrd001,7,0.000810,0.0001157143
browd003,45,0.004580,0.0001017778
ortir002,9,0.000810,0.0000900000
hammr001,2,0.000160,0.0000800000
sanaa001,49,0.003860,0.0000787755
sante001,11,0.000810,0.0000736364
bushd001,65,0.003860,0.0000593846
webet001,3,0.000160,0.0000533333
mazzv001,18,0.000810,0.0000450000
scahr001,4,0.000160,0.0000400000
aldrc001,13,0.000470,0.0000361538
daviw001,11,0.000320,0.0000290909
reedj004,32,0.000810,0.0000253125
jackr005,25,0.000600,0.0000240000
hochl001,8,0.000160,0.0000200000
wrigw001,13,0.000160,0.0000123077
expol001,22,0.000260,0.0000118182
shiej002,18,0.000160,0.0000088889
skagt001,22,0.000160,0.0000072727
batim001,24,0.000160,0.0000066667
mcanp001,25,0.000160,0.0000064000
david002,28,0.000160,0.0000057143
rosst001,39,0.000160,0.0000041026
tehej001,75,0.000160,0.0000021333
mccab001,43,0.000000,0.0000000000
fordd002,17,0.000000,0.0000000000
richg002,2,0.000000,0.0000000000
