id,PA1,AccVal,val
rivem003,24,0.284140,0.0118391667
sancf001,849,9.983910,0.0117596113
thomc002,360,4.225570,0.0117376944
troum001,1525,17.858700,0.0117106230
ausmb001,73,0.850770,0.0116543836
zaung001,119,1.385980,0.0116468908
delgr001,78,0.906070,0.0116162821
bumgm001,275,3.177240,0.0115536000
ruf-d001,337,3.887690,0.0115361721
pagaa001,2259,26.039500,0.0115270031
coghc001,1047,11.996080,0.0114575740
edmoj001,279,3.193370,0.0114457706
dukez001,85,0.972450,0.0114405882
helmw001,418,4.781700,0.0114394737
fowld001,2166,24.741920,0.0114228624
gregd001,437,4.988270,0.0114148055
donaj001,1068,12.189470,0.0114133614
reimn001,670,7.628820,0.0113862985
taylm001,83,0.943850,0.0113716867
ramim002,348,3.954970,0.0113648563
sheeb001,21,0.238590,0.0113614286
pachj001,884,10.043170,0.0113610520
bartd001,1315,14.930420,0.0113539316
olmer001,42,0.475450,0.0113202381
crawb001,1351,15.257920,0.0112937972
gimeh001,104,1.172990,0.0112787500
willr004,217,2.433300,0.0112133641
jennd002,1556,17.444770,0.0112112918
keppj001,1944,21.714180,0.0111698457
monac001,18,0.200980,0.0111655556
jimel001,18,0.200980,0.0111655556
hestj001,208,2.321230,0.0111597596
teixm001,2148,23.795310,0.0110778911
berrq001,382,4.214340,0.0110323037
pattc001,761,8.365160,0.0109923259
navad002,1117,12.160400,0.0108866607
shucj001,585,6.367290,0.0108842564
lowrj001,1666,18.092270,0.0108597059
moraj002,118,1.279330,0.0108417797
andre001,3069,33.248450,0.0108336429
pedrd001,2623,28.381820,0.0108203660
hawkb001,19,0.204840,0.0107810526
martm003,406,4.370270,0.0107642118
rabur001,1407,15.141370,0.0107614570
tejar001,1403,15.074720,0.0107446329
rodra002,12,0.128920,0.0107433333
linct001,303,3.247500,0.0107178218
ellsj001,1885,20.177080,0.0107040212
hoffj002,38,0.406170,0.0106886842
cunna001,371,3.960530,0.0106752830
mathj001,1031,11.006060,0.0106751309
greiz001,191,2.035460,0.0106568586
white004,410,4.349060,0.0106074634
pears001,489,5.177130,0.0105871779
berkl001,1606,16.997480,0.0105837360
paytj001,37,0.391100,0.0105702703
sandj002,258,2.727020,0.0105698450
boesb001,1582,16.705130,0.0105595006
bourm001,2664,28.026720,0.0105205405
robis001,392,4.114880,0.0104971429
johnr008,927,9.689390,0.0104524164
garlj001,108,1.125320,0.0104196296
sanca005,641,6.675120,0.0104136037
mills001,66,0.686810,0.0104062121
gardb001,1922,19.999040,0.0104053278
ramia003,2730,28.404230,0.0104044799
dickr001,221,2.299310,0.0104041176
grosg002,255,2.641280,0.0103579608
ortid001,2344,24.278070,0.0103575384
morgn001,1391,14.388890,0.0103442775
lincb001,43,0.443430,0.0103123256
hared001,125,1.286700,0.0102936000
mahoj001,33,0.339430,0.0102857576
carrj001,1789,18.393140,0.0102812409
marta004,194,1.988950,0.0102523196
cabre001,1167,11.963170,0.0102512168
kinsi001,2793,28.557250,0.0102245793
vottj001,2700,27.598070,0.0102215074
beckg001,2155,22.007810,0.0102124408
sizes001,612,6.247180,0.0102078105
jeted001,2380,24.236980,0.0101836050
crawc002,1930,19.574400,0.0101421762
granc001,2328,23.609410,0.0101414991
browj006,114,1.155570,0.0101365789
mcdoj004,164,1.660770,0.0101266463
martl002,88,0.890910,0.0101239773
varij001,383,3.867480,0.0100978590
maldc003,24,0.242320,0.0100966667
dejed001,2007,20.251200,0.0100902840
longe001,2433,24.522730,0.0100792150
gorda001,2522,25.412600,0.0100763680
hollm001,2746,27.636590,0.0100643081
blana001,281,2.823570,0.0100482918
tabaj002,1588,15.938370,0.0100367569
cowgc001,388,3.891500,0.0100296392
browc003,45,0.450770,0.0100171111
curtc002,66,0.661030,0.0100156061
reyej001,2375,23.765660,0.0100065937
saltj001,1405,14.051640,0.0100011673
ecksd001,515,5.119910,0.0099415728
downm001,542,5.385780,0.0099368635
choos001,2505,24.855670,0.0099224232
burre001,320,3.173310,0.0099165938
lallb001,43,0.426400,0.0099162791
bartj001,1344,13.327180,0.0099160565
descd001,1320,13.071500,0.0099026515
deaza001,1505,14.883840,0.0098895947
spand001,2319,22.883040,0.0098676326
gwynt002,989,9.752050,0.0098605157
hamij003,2664,26.253030,0.0098547410
weekr001,2466,24.240300,0.0098298054
hartc001,1883,18.506800,0.0098283590
janip001,859,8.429920,0.0098136438
iglej001,510,5.004700,0.0098131373
gonzc001,2286,22.400210,0.0097988670
lee-d002,1161,11.365730,0.0097896038
nunee002,864,8.437650,0.0097657986
pujoa001,2634,25.708400,0.0097602126
damoj001,1583,15.437520,0.0097520657
blank002,656,6.392590,0.0097448018
menck001,29,0.282450,0.0097396552
thomj002,909,8.851400,0.0097375138
baxtm001,423,4.108220,0.0097121040
garkr001,38,0.368870,0.0097071053
castj006,1048,10.169480,0.0097037023
youne003,1229,11.907630,0.0096888771
parnb001,3,0.029060,0.0096866667
hilla001,2297,22.237060,0.0096809142
bautj002,2370,22.941800,0.0096800844
miraj001,283,2.734960,0.0096641696
zobrb001,2886,27.824910,0.0096413410
kozmp001,673,6.487880,0.0096402377
hudso001,1380,13.293730,0.0096331377
ordom001,751,7.228630,0.0096253395
clevs001,254,2.443760,0.0096211024
ceder002,1450,13.934310,0.0096098690
giavj001,451,4.327260,0.0095948115
dempr002,181,1.736200,0.0095922652
morem001,1688,16.191180,0.0095919313
casia001,1027,9.830750,0.0095722980
swisn001,2731,26.137180,0.0095705529
costm001,21,0.200980,0.0095704762
walkn001,2337,22.298180,0.0095413693
frank001,678,6.468410,0.0095404277
corpc001,492,4.684990,0.0095223374
byrdm001,1924,18.308590,0.0095158992
jackc002,655,6.231060,0.0095130687
philk001,88,0.836940,0.0095106818
victs001,2642,25.025950,0.0094723505
crisc001,2129,20.132690,0.0094564068
heywj001,2265,21.418650,0.0094563576
jay-j001,2193,20.704250,0.0094410625
milea001,655,6.178510,0.0094328397
consj001,241,2.271510,0.0094253527
heltt001,1773,16.705400,0.0094221094
luebc001,55,0.518070,0.0094194545
rodra001,1885,17.721010,0.0094010663
hallb001,610,5.734490,0.0094008033
hernd001,48,0.451210,0.0094002083
rasmc001,2225,20.912540,0.0093988944
aybae001,2390,22.460910,0.0093978703
escoa003,2550,23.934370,0.0093860275
davic003,1657,15.548730,0.0093836632
kipnj001,1545,14.485850,0.0093759547
gordd002,682,6.390070,0.0093696041
waina001,277,2.594330,0.0093658123
wilsb002,456,4.245290,0.0093098465
komae001,59,0.549170,0.0093079661
uptoj001,2653,24.693250,0.0093076706
markn001,2685,24.964130,0.0092976276
gomej001,1764,16.396800,0.0092952381
bourp001,1173,10.902250,0.0092943308
lougd001,414,3.834970,0.0092632126
santc002,2198,20.335880,0.0092519927
campt001,408,3.767680,0.0092345098
philb001,2804,25.864480,0.0092241369
ellim001,2083,19.196750,0.0092159145
belim001,14,0.128760,0.0091971429
santr002,1229,11.295670,0.0091909439
lemad001,766,7.028750,0.0091759138
pierj002,2267,20.798910,0.0091746405
whita001,48,0.440380,0.0091745833
parrg001,2044,18.733300,0.0091650196
tholj001,1134,10.382570,0.0091557055
youkk001,1634,14.925120,0.0091341004
rowaa001,732,6.683820,0.0091309016
bloow001,1121,10.210780,0.0091086351
mauej001,2187,19.916590,0.0091068084
profj001,357,3.247900,0.0090977591
cozaz001,1325,12.051960,0.0090958189
wallb001,1116,10.136130,0.0090825538
giamj001,729,6.620600,0.0090817558
kendh001,2436,22.117890,0.0090795936
sancj002,116,1.053110,0.0090785345
herrj002,1082,9.817720,0.0090736784
marts002,783,7.101950,0.0090701788
andeg001,168,1.522220,0.0090608333
lairg001,781,7.074050,0.0090576825
cruzt002,341,3.088050,0.0090558651
murpd004,451,4.076320,0.0090384035
rutlj001,624,5.635420,0.0090311218
cabrm001,2903,26.205370,0.0090269962
ariaj001,741,6.688840,0.0090267746
suzui001,2781,25.092950,0.0090229953
younm003,2928,26.391530,0.0090135007
robit001,325,2.927730,0.0090084000
dozib001,998,8.957650,0.0089756012
voger001,172,1.543470,0.0089736628
encae001,2219,19.905330,0.0089704056
lugoj001,323,2.896850,0.0089685759
andir001,1143,10.248760,0.0089665442
eatoa002,389,3.484800,0.0089583548
furcr001,1445,12.940140,0.0089551142
goldp001,1544,13.797210,0.0089360168
manzt001,290,2.587930,0.0089238966
rente001,663,5.916540,0.0089238914
thame001,696,6.208830,0.0089207328
blang001,1325,11.812230,0.0089148906
iztuc001,877,7.789860,0.0088823945
gentc001,779,6.914600,0.0088762516
altuj001,1604,14.224010,0.0088678367
marcs001,158,1.398830,0.0088533544
glaut001,507,4.485260,0.0088466667
howar001,2044,18.064830,0.0088379795
maybj001,1204,10.616940,0.0088180565
stanm004,2057,18.136790,0.0088171074
harrb001,244,2.151190,0.0088163525
duncs001,865,7.625760,0.0088159075
cabra002,2372,20.893220,0.0088082715
keara001,873,7.678110,0.0087950859
peres002,1023,8.996660,0.0087943891
butlb003,2842,24.975630,0.0087880471
rodrl002,147,1.290230,0.0087770748
desmi001,2514,22.065170,0.0087769173
mcdod002,713,6.256050,0.0087742637
moliy001,2396,21.010790,0.0087691110
sogae001,622,5.450800,0.0087633441
worlv001,96,0.840820,0.0087585417
stewc001,722,6.323510,0.0087583241
mclon001,1564,13.695470,0.0087566944
braur002,2393,20.945710,0.0087529085
weekj001,993,8.677040,0.0087382075
cuddm001,2263,19.731260,0.0087190720
bay-j001,1427,12.437220,0.0087156412
colvt001,1182,10.293360,0.0087084264
huntt001,2721,23.683840,0.0087040941
torry001,1250,10.862150,0.0086897200
kempm001,2169,18.843850,0.0086878054
greet004,649,5.638110,0.0086873806
guerv001,1340,11.634310,0.0086823209
lahab001,474,4.114640,0.0086806751
zimmr001,2429,21.079380,0.0086782133
lewif001,735,6.373130,0.0086709252
montm001,2035,17.617270,0.0086571351
blacc001,489,4.233090,0.0086566258
franj004,2120,18.338480,0.0086502264
therr001,1609,13.878040,0.0086252579
milew001,164,1.413980,0.0086218293
salao001,153,1.318010,0.0086144444
paulr001,670,5.769250,0.0086108209
suzuk001,1901,16.355630,0.0086036981
niesj001,241,2.071690,0.0085962241
casts001,2692,23.135290,0.0085940899
martv001,1929,16.571550,0.0085907465
seagk001,1601,13.751370,0.0085892380
tream001,682,5.834400,0.0085548387
staim001,195,1.667710,0.0085523590
lowem001,249,2.128650,0.0085487952
martl004,589,5.029220,0.0085385739
wrigd002,2387,20.353650,0.0085268747
parra001,238,2.028710,0.0085239916
johnk003,2371,20.200340,0.0085197554
ruizc001,1785,15.205510,0.0085184930
sellj002,277,2.357210,0.0085097834
pereh001,73,0.621170,0.0085091781
rober002,1337,11.366090,0.0085011892
hosme001,1921,16.327920,0.0084996981
brigr001,754,6.407510,0.0084980239
couss001,200,1.698920,0.0084946000
mornj001,1909,16.210480,0.0084916082
roles001,1201,10.194290,0.0084881682
norrd001,565,4.791500,0.0084805310
fukuk001,1116,9.458870,0.0084756900
barnd001,1862,15.779760,0.0084746294
quino001,584,4.947990,0.0084725856
conrb001,430,3.643090,0.0084723023
valdw001,892,7.555600,0.0084704036
getzc001,1158,9.806640,0.0084686010
kenni001,292,2.472190,0.0084664041
craia001,1584,13.403480,0.0084617929
pradm001,2710,22.922040,0.0084583173
evann001,239,2.020700,0.0084548117
plout001,1401,11.825580,0.0084408137
mousm001,1545,13.029760,0.0084335016
vittj001,114,0.960670,0.0084269298
betay001,1917,16.140460,0.0084196453
bellj004,292,2.455600,0.0084095890
schus001,1683,14.145180,0.0084047415
schal001,386,3.243950,0.0084040155
elmoj001,218,1.831970,0.0084035321
poseb001,2032,17.075660,0.0084033760
younm004,64,0.537030,0.0083910938
solad001,732,6.141530,0.0083900683
grifk002,112,0.939540,0.0083887500
stule002,107,0.897290,0.0083858879
tatuc001,229,1.920060,0.0083845415
rhymw001,467,3.914610,0.0083824625
ramia001,2213,18.546830,0.0083808540
laruj001,65,0.543750,0.0083653846
gonzm002,465,3.882890,0.0083503011
gomec002,1684,14.054830,0.0083460986
podss001,834,6.947870,0.0083307794
crowt001,718,5.975580,0.0083225348
gamem001,122,1.014120,0.0083124590
ojeda001,93,0.772880,0.0083105376
bonie001,1616,13.411840,0.0082994059
valed001,1294,10.730190,0.0082922643
hughl001,363,3.006860,0.0082833609
canzr001,105,0.869580,0.0082817143
murpd005,2049,16.966530,0.0082803953
stubd001,2376,19.661770,0.0082751557
hairs001,1098,9.085730,0.0082747996
robeb003,827,6.842670,0.0082740871
harpb003,1147,9.487210,0.0082713252
ludwr001,1812,14.954290,0.0082529194
freef001,1980,16.333360,0.0082491717
ramih003,2116,17.442520,0.0082431569
farre001,11,0.090610,0.0082372727
hannj001,865,7.111520,0.0082214104
hardj003,2416,19.861950,0.0082210058
kouzk001,866,7.116550,0.0082177252
bogub001,800,6.567760,0.0082097000
guzmc001,415,3.406670,0.0082088434
hundn001,1296,10.636820,0.0082074228
sierm001,282,2.314360,0.0082069504
blumg001,313,2.568750,0.0082068690
maiem001,637,5.227630,0.0082066405
headc001,2532,20.769780,0.0082029147
kenna001,1048,8.589000,0.0081956107
estrm001,110,0.900880,0.0081898182
betew001,1099,9.000470,0.0081896906
calla001,2255,18.453330,0.0081832949
rivej001,1372,11.227330,0.0081831851
pridj001,263,2.152110,0.0081829278
avilm001,1753,14.339280,0.0081798517
andeb005,71,0.580270,0.0081728169
harrj002,596,4.866440,0.0081651678
detwr001,105,0.857250,0.0081642857
lin-c001,12,0.097930,0.0081608333
sweer001,1095,8.935150,0.0081599543
ethia001,2432,19.836540,0.0081564720
laroa001,2116,17.257950,0.0081559310
wiggt001,1566,12.760960,0.0081487612
smits002,1876,15.284240,0.0081472495
polla001,585,4.756280,0.0081303932
blakc001,853,6.932180,0.0081268230
wellc001,786,6.371940,0.0081067939
fontm001,660,5.349080,0.0081046667
peraw001,75,0.607780,0.0081037333
aokin001,1280,10.364770,0.0080974766
iwama001,235,1.901520,0.0080915745
rosaw001,988,7.994160,0.0080912551
wertj001,2308,18.667680,0.0080882496
ransc001,583,4.705340,0.0080709091
mcgec001,1680,13.528000,0.0080523810
maxwj002,770,6.199490,0.0080512857
coraa001,375,3.011410,0.0080304267
denoc001,1636,13.137040,0.0080299756
rossc001,2020,16.215200,0.0080273267
fielp001,3060,24.562610,0.0080269967
krate001,434,3.481970,0.0080229724
harrw001,626,5.018870,0.0080173642
gloar001,272,2.180230,0.0080155515
sancg001,2023,16.210540,0.0080131191
puntn001,1067,8.546050,0.0080094189
hernr002,973,7.784330,0.0080003392
konep001,2515,20.072330,0.0079810457
turnj001,943,7.523420,0.0079781760
lawrb002,1193,9.513890,0.0079747611
nelsc001,849,6.768400,0.0079722026
matsk001,86,0.685230,0.0079677907
huffa001,1452,11.548970,0.0079538361
alvah001,36,0.286310,0.0079530556
boggb001,31,0.246180,0.0079412903
fedet001,196,1.556450,0.0079410714
branr002,370,2.935590,0.0079340270
emaub001,44,0.348860,0.0079286364
infao001,2395,18.962300,0.0079174530
germe001,36,0.284710,0.0079086111
belta001,2677,21.164520,0.0079060590
kottg001,756,5.964880,0.0078900529
tejam001,1234,9.734150,0.0078882901
dudal001,1323,10.431440,0.0078846863
schaj002,986,7.773690,0.0078840669
hanst001,181,1.426950,0.0078837017
calhk001,255,2.005090,0.0078630980
valdj002,354,2.781510,0.0078573729
escoy001,2456,19.297630,0.0078573412
bellr002,192,1.504810,0.0078375521
hayeb001,377,2.953800,0.0078350133
cainl001,891,6.980130,0.0078340404
reveb001,1432,11.206530,0.0078257891
quinr002,40,0.312970,0.0078242500
wilsc004,31,0.242450,0.0078209677
johnc003,1896,14.822020,0.0078175211
cartc002,1006,7.860240,0.0078133598
peguc001,230,1.794090,0.0078003913
stewi001,803,6.263710,0.0078003861
cabro001,1060,8.261670,0.0077940283
cabrm002,2178,16.956290,0.0077852571
kelld001,970,7.550650,0.0077841753
nix-j001,1068,8.304640,0.0077758801
nicaj001,100,0.776910,0.0077691000
quenc001,1723,13.365240,0.0077569588
johnn001,206,1.595580,0.0077455340
beltc001,2279,17.643040,0.0077415709
pillb001,265,2.051250,0.0077405660
ackld001,1525,11.795730,0.0077349049
reddj001,1549,11.974010,0.0077301549
jonea003,2718,21.001060,0.0077266593
simma001,878,6.777810,0.0077196014
drewj001,845,6.519130,0.0077149467
cairm001,687,5.297640,0.0077112664
bensj001,76,0.585720,0.0077068421
germj001,24,0.184900,0.0077041667
figgc001,1270,9.783280,0.0077033701
snydc002,807,6.213990,0.0077001115
leblw001,105,0.806850,0.0076842857
moors001,338,2.596960,0.0076833136
rollj001,2515,19.291130,0.0076704294
herna003,125,0.957800,0.0076624000
ryanb002,1866,14.292190,0.0076592658
napom001,2129,16.304880,0.0076584688
murpd006,1805,13.810380,0.0076511801
johnr009,528,4.029710,0.0076320265
carpm001,811,6.187030,0.0076288903
gonza003,2884,21.965210,0.0076162309
cruzn002,2261,17.215410,0.0076140690
davir003,1810,13.779190,0.0076128122
rodrs002,1455,11.061980,0.0076027354
molij001,1007,7.651650,0.0075984608
maybc001,1536,11.667700,0.0075961589
churr001,244,1.852420,0.0075918852
branm003,2105,15.960550,0.0075822090
cespy001,1193,9.021690,0.0075621878
mccua001,2800,21.143340,0.0075511929
joneg002,2187,16.497840,0.0075435940
teagt001,260,1.961250,0.0075432692
santo001,33,0.248820,0.0075400000
donaj002,614,4.628620,0.0075384691
nievw001,540,4.066450,0.0075304630
kotsm001,990,7.447270,0.0075224949
middw001,702,5.276540,0.0075164387
nieuk001,431,3.238640,0.0075142459
cruzl001,517,3.882230,0.0075091489
hinse001,808,6.063960,0.0075049010
solaj002,88,0.660340,0.0075038636
penab002,917,6.862810,0.0074839804
cervf001,542,4.052810,0.0074775092
mcdoj003,715,5.339310,0.0074675664
maldm001,469,3.502080,0.0074671215
sandp001,2255,16.833850,0.0074651220
doumr001,1801,13.433710,0.0074590283
alfoe002,123,0.914880,0.0074380488
jasoj001,1365,10.131650,0.0074224542
uptob001,2459,18.221960,0.0074103131
wheer001,164,1.214320,0.0074043902
mccab002,2082,15.414210,0.0074035591
castj004,158,1.168130,0.0073932278
borbj001,712,5.257260,0.0073837921
younc004,2161,15.903130,0.0073591532
ramow001,952,7.005710,0.0073589391
utlec001,2002,14.712770,0.0073490360
martr004,1993,14.620210,0.0073357802
schnb001,399,2.925900,0.0073330827
willj004,2173,15.920390,0.0073264565
herng001,180,1.317700,0.0073205556
blanh001,497,3.635880,0.0073156539
franj003,93,0.679480,0.0073062366
lohsk001,274,2.000590,0.0073014234
lambm001,40,0.291590,0.0072897500
frazt001,1233,8.984140,0.0072864071
ruggj001,932,6.779580,0.0072742275
nadyx001,761,5.531230,0.0072683706
nisht001,259,1.879880,0.0072582239
iannc001,1345,9.760590,0.0072569442
repkj001,309,2.239120,0.0072463430
iztum001,1506,10.912740,0.0072461753
dysoj001,719,5.202430,0.0072356467
matsh001,1298,9.385370,0.0072306394
velee001,108,0.779500,0.0072175926
lee-c001,2001,14.429500,0.0072111444
derom001,562,4.049610,0.0072057117
hafnt001,1458,10.501620,0.0072027572
guzmj005,955,6.865400,0.0071889005
lucrj001,1809,12.996630,0.0071844279
johnj009,151,1.083870,0.0071779470
blalh001,74,0.530620,0.0071705405
canor001,2943,21.098190,0.0071689399
hamec001,310,2.221580,0.0071663871
florp001,629,4.505910,0.0071636089
kawam001,418,2.992870,0.0071599761
seguj002,832,5.943080,0.0071431250
tulot001,1952,13.937300,0.0071400102
woodb003,528,3.767570,0.0071355492
chave002,759,5.411790,0.0071301581
cainm001,328,2.338170,0.0071285671
langr002,217,1.546820,0.0071282028
riosa002,2590,18.434880,0.0071177143
lewic001,25,0.177900,0.0071160000
lavar001,295,2.097340,0.0071096271
pastt001,229,1.626840,0.0071041048
lecus001,25,0.177580,0.0071032000
alleb001,283,2.009100,0.0070992933
pench001,2887,20.479730,0.0070937755
brucj001,2679,18.980620,0.0070849645
avila001,1858,13.142620,0.0070735307
mckem001,622,4.396900,0.0070689711
uggld001,2597,18.344430,0.0070637004
hillk002,503,3.541570,0.0070408946
vicid001,1262,8.875150,0.0070326070
beacb001,102,0.717180,0.0070311765
gomey001,449,3.152230,0.0070205568
kotcc001,1615,11.336570,0.0070195480
romia001,182,1.274010,0.0070000549
rodri001,581,4.063510,0.0069939931
cuetj001,231,1.612320,0.0069797403
ishit001,398,2.776420,0.0069759296
davii001,1784,12.430810,0.0069679428
pennc001,2017,14.041870,0.0069617600
castw002,678,4.713590,0.0069521976
ingeb001,1397,9.706500,0.0069481031
wellv001,1958,13.593590,0.0069425894
kendj001,515,3.572190,0.0069362913
rosaa001,634,4.395790,0.0069334227
olses001,29,0.200980,0.0069303448
cartc001,183,1.267720,0.0069274317
espid001,1672,11.564970,0.0069168481
garcj004,209,1.445410,0.0069158373
kubej002,1927,13.294020,0.0068988168
joycm001,1838,12.655820,0.0068856474
lapom001,903,6.213170,0.0068805869
fordl001,90,0.619180,0.0068797778
polap001,1995,13.707470,0.0068709123
linda001,2081,14.298080,0.0068707737
ankir001,1008,6.911670,0.0068568155
gonza002,1496,10.252480,0.0068532620
guilj001,587,4.017640,0.0068443612
schin001,1438,9.836980,0.0068407371
velag002,68,0.464610,0.0068325000
peraj001,2418,16.490200,0.0068197684
marrc001,142,0.967080,0.0068104225
gally001,302,2.052810,0.0067973841
burrs001,140,0.951050,0.0067932143
sotog001,1445,9.793320,0.0067773841
norrb001,193,1.307090,0.0067724870
dunna001,2507,16.976750,0.0067717391
reynm001,2356,15.938980,0.0067652716
bakej001,839,5.676000,0.0067651967
tavew001,39,0.263810,0.0067643590
spilr001,630,4.252570,0.0067501111
heisc001,1194,8.046600,0.0067391960
cloyt001,36,0.242480,0.0067355556
drews001,1958,13.179800,0.0067312564
bernd001,66,0.443560,0.0067206061
peavj001,31,0.208300,0.0067193548
redmm001,69,0.462260,0.0066994203
rottv001,88,0.589090,0.0066942045
barnb002,576,3.851140,0.0066860069
saunm001,1568,10.479310,0.0066832334
browd004,1063,7.096740,0.0066761430
stras001,146,0.973770,0.0066696575
penac001,2225,14.831300,0.0066657528
shopk001,874,5.820750,0.0066598970
snidt001,1029,6.850920,0.0066578426
bianj001,338,2.250150,0.0066572485
jonea002,845,5.616270,0.0066464734
casha001,75,0.498230,0.0066430667
lonej001,2401,15.927260,0.0066335943
lombs002,775,5.126420,0.0066147355
fulds001,708,4.670600,0.0065968927
morsm001,1695,11.147060,0.0065764366
piera001,2109,13.869600,0.0065763869
hoesl001,190,1.248020,0.0065685263
carda001,72,0.472600,0.0065638889
wietm001,2309,15.151520,0.0065619402
paulx001,752,4.934410,0.0065617154
grudm001,125,0.820210,0.0065616800
mesod001,604,3.959750,0.0065558775
smoaj001,1989,12.997820,0.0065348517
gonza005,600,3.919360,0.0065322667
scotl001,1430,9.334680,0.0065277483
moram002,507,3.303460,0.0065157002
gutif001,1359,8.844960,0.0065084327
quinh001,843,5.481780,0.0065027046
barmc001,1823,11.847450,0.0064988755
wilsj002,538,3.495360,0.0064969517
nix-l001,820,5.310780,0.0064765610
jonec004,1397,9.047270,0.0064762133
adamr003,102,0.660480,0.0064752941
bakej002,380,2.459120,0.0064713684
cirip001,459,2.964120,0.0064577778
montj003,760,4.900960,0.0064486316
pie-f001,525,3.375470,0.0064294667
counc001,433,2.781560,0.0064239261
beltb001,1357,8.712610,0.0064204937
rizza001,1249,8.003510,0.0064079343
camem001,456,2.920180,0.0064039035
silvc001,40,0.256140,0.0064035000
trumm001,1912,12.223570,0.0063930805
hanir001,1248,7.976280,0.0063912500
overl001,1725,11.023730,0.0063905681
morrl001,1550,9.853940,0.0063573806
diazm003,678,4.308040,0.0063540413
wortd001,251,1.588910,0.0063303187
venaw001,1927,12.197510,0.0063297924
mossb001,894,5.655390,0.0063259396
uribj002,1610,10.148810,0.0063036087
