id,first,last,PA1,accScore,score
donaj001,Joshua,Donaldson,1068,39.88821,0.0373485112
staut001,Tim,Stauffer,94,2.10185,0.0223601064
mcanp001,Paul,McAnulty,25,0.71084,0.0284336
sellj002,Justin,Sellers,277,6.89246,0.0248825271
rasmc001,Colby,Rasmus,2225,80.72197,0.0362795371
willd003,Dontrelle,Willis,42,2.30671,0.0549216667
burrs001,Sean,Burroughs,140,3.6245,0.0258892857
lugoj001,Julio,Lugo,323,11.50484,0.0356186997
pillk001,nan,nan,111,3.86701,0.0348379279
weekj001,Jemile,Weeks,993,36.45876,0.0367157704
hudsd001,Daniel,Hudson,130,2.53595,0.0195073077
averx001,Xavier,Avery,112,4.66058,0.0416123214
baxtm001,Mike,Baxter,423,10.30997,0.0243734515
gonze001,Edgar,Gonzalez,12,0.33937,0.0282808333
hardj003,J.J.,Hardy,2416,82.45716,0.0341296192
forsl001,Logan,Forsythe,812,26.01157,0.0320339532
cruzt002,Tony,Cruz,341,12.5585,0.0368284457
rodrl002,Luis,Rodriguez,147,4.35303,0.029612449
gindc001,nan,nan,163,3.49214,0.0214241718
markn001,Nick,Markakis,2685,96.07036,0.0357803948
herna003,Anderson,Hernandez,125,4.40481,0.03523848
waina001,Adam,Wainwright,277,11.56254,0.0417420217
beckg001,Gordon,Beckham,2155,77.10246,0.0357784037
giavj001,Johnny,Giavotella,451,20.01735,0.0443843681
wised001,Dewayne,Wise,544,12.69001,0.0233272243
trumm001,Mark,Trumbo,1912,58.38163,0.0305343253
torry001,Yorvit,Torrealba,1250,42.15152,0.033721216
suzuk001,Kurt,Suzuki,1901,64.14706,0.0337438506
oeltt001,Trent,Oeltjen,126,4.29461,0.0340842063
hudso001,Orlando,Hudson,1380,53.54998,0.0388043333
romen001,Niuman,Romero,4,0.15097,0.0377425
redmt002,Todd,Redmond,5,0.66831,0.133662
mossb001,Brandon,Moss,894,31.23132,0.0349343624
dietd001,nan,nan,243,8.57077,0.0352706584
ackld001,Dustin,Ackley,1525,50.33938,0.0330094295
simma001,Andrelton,Simmons,878,26.72986,0.0304440319
bussn001,nan,nan,21,0.38424,0.0182971429
mastj001,Justin,Masterson,15,0.25814,0.0172093333
lairb001,Brandon,Laird,145,3.09148,0.0213205517
pears001,Steven,Pearce,489,18.9696,0.038792638
stubd001,Drew,Stubbs,2376,78.54696,0.0330584848
gossp001,nan,nan,8,0.81618,0.1020225
wrigw001,Wesley,Wright,13,0.35245,0.0271115385
felij002,Jesus,Feliciano,122,5.11644,0.0419380328
sancj002,Jonathan,Sanchez,116,3.71834,0.0320546552
mesam001,Melky,Mesa,16,0.9166,0.0572875
pinam001,Manny,Pina,17,0.57457,0.0337982353
wellr001,Randy,Wells,119,4.0909,0.0343773109
moehb001,Brian,Moehler,11,0.03942,0.0035836364
zambc001,Carlos,Zambrano,144,6.05676,0.0420608333
andeb005,Bryan,Anderson,71,1.5314,0.0215690141
fuenr001,nan,nan,38,1.34188,0.0353126316
rober002,Ryan,Roberts,1337,47.21565,0.0353146223
hamec001,Cole,Hamels,310,8.01206,0.0258453548
peguc001,Carlos,Peguero,230,6.39119,0.0277877826
rosaa001,Adam,Rosales,634,14.31634,0.0225809779
hernl004,Luis,Hernandez,50,2.60029,0.0520058
lyonb003,Brandon,Lyon,2,0.16444,0.08222
hammr001,Robby,Hammock,2,0.18106,0.09053
hernl003,Livan,Hernandez,138,4.28238,0.0310317391
marts002,Starling,Marte,783,17.93695,0.0229079821
valbl001,Luis,Valbuena,1087,33.61436,0.0309239742
elmoj001,Jake,Elmore,218,6.09499,0.0279586697
green001,Nick,Green,115,3.0283,0.0263330435
manzt001,Tommy,Manzella,290,8.86963,0.030584931
mainj001,John,Maine,15,0.34098,0.022732
stavn001,Nick,Stavinoha,127,4.43473,0.0349191339
mccab002,Brian,McCann,2082,77.63372,0.03728805
swisn001,Nick,Swisher,2731,108.48726,0.039724372
mccab001,Brandon,McCarthy,43,0.66742,0.0155213953
davik003,nan,nan,159,5.42625,0.0341273585
rizza001,Anthony,Rizzo,1249,40.32191,0.0322833547
beltc001,Carlos,Beltran,2279,89.5074,0.0392748574
prinj001,nan,nan,9,0.33937,0.0377077778
holld003,Derek,Holland,11,0.30461,0.0276918182
diamt001,Thomas,Diamond,8,0.24983,0.03122875
terdj001,nan,nan,96,2.50103,0.0260523958
parrg001,Gerardo,Parra,2044,63.67511,0.0311522065
erlir001,nan,nan,20,0.5825,0.029125
goinr001,nan,nan,129,2.14722,0.0166451163
mcdoj004,James,McDonald,164,4.55388,0.027767561
schmk001,Konrad,Schmidt,17,0.3063,0.0180176471
cabra002,Asdrubal,Cabrera,2372,84.31297,0.035545097
mcdoj003,John,McDonald,715,19.79041,0.0276788951
spilr001,Ryan,Spilborghs,630,23.80128,0.0377798095
langr002,Ryan,Langerhans,217,6.08443,0.0280388479
corpc001,Carlos,Corporan,492,10.35678,0.0210503659
mousm001,Mike,Moustakas,1545,48.99254,0.0317103819
billc001,Chad,Billingsley,192,3.77659,0.0196697396
bradd002,Dallas,Braden,2,0.4466,0.2233
mitcr001,Russ,Mitchell,106,1.67404,0.0157928302
goset001,nan,nan,48,0.62766,0.01307625
schin001,Nate,Schierholtz,1438,38.39894,0.0267030181
nealt001,Thomas,Neal,45,3.00743,0.0668317778
buckj001,John,Buck,1856,49.75977,0.0268102209
wortd001,Danny,Worth,251,9.99502,0.0398207968
harrj002,Josh,Harrison,596,14.16893,0.0237733725
gatte001,nan,nan,412,15.07171,0.0365818204
carll001,Luke,Carlin,31,0.96574,0.0311529032
thort001,Tyler,Thornburg,25,0.47849,0.0191396
vanej001,Jonathan,Van Every,21,0.42161,0.0200766667
larij001,Jeff,Larish,80,1.73678,0.02170975
hinse001,Eric,Hinske,808,30.72313,0.0380236757
sizeg001,Grady,Sizemore,443,13.90688,0.0313925056
zunim001,nan,nan,202,7.74677,0.0383503465
olivm001,Miguel,Olivo,1377,42.83799,0.0311096514
sizes001,Scott,Sizemore,612,14.65481,0.023945768
kimbc002,Cole,Kimball,2,0.10025,0.050125
krate001,Erik,Kratz,434,12.38144,0.0285286636
wilsj002,Jack,Wilson,538,17.96251,0.0333875651
tatuc001,Craig,Tatum,229,10.13776,0.0442696943
grifk002,Ken,Griffey,112,3.76875,0.0336495536
chrij003,Justin,Christian,117,2.92562,0.0250052991
gonzm003,Miguel,Gonzalez,4,0.28451,0.0711275
lee-d002,Derrek,Lee,1161,38.87719,0.0334859518
hernd003,David,Herndon,7,0.19233,0.0274757143
holab001,Bryan,Holaday,47,2.83027,0.0602185106
escoa003,Alcides,Escobar,2550,91.31159,0.0358084667
bondj001,Jeremy,Bonderman,4,0.17502,0.043755
cingt001,Tony,Cingrani,36,1.69579,0.0471052778
barar001,Rod,Barajas,1079,35.2605,0.0326788693
davic003,Chris,Davis,1657,50.33194,0.030375341
arrij001,Jake,Arrieta,32,0.02053,0.0006415625
collj001,Josh,Collmenter,87,2.22539,0.0255791954
bautj002,Jose,Bautista,2370,89.18984,0.0376328439
fontm001,Mike,Fontenot,660,19.51794,0.0295726364
staim001,Matt,Stairs,195,7.38861,0.0378903077
penac001,Carlos,Pena,2225,76.19779,0.0342461978
lidda001,Alex,Liddi,190,4.80633,0.0252964737
downm001,Matt,Downs,542,17.06269,0.0314809779
calhk001,Kole,Calhoun,255,10.05043,0.039413451
cartc002,Chris,Carter,1006,31.21418,0.0310280119
gonzm002,Marwin,Gonzalez,465,13.31797,0.0286407957
scalb001,Bobby,Scales,20,1.45517,0.0727585
dankj002,Jordan,Danks,262,8.59996,0.0328242748
winnr001,Randy,Winn,242,8.13183,0.0336026033
lavar001,Ryan,Lavarnway,295,10.94399,0.0370982712
handd001,nan,nan,15,0.3,0.02
gee-d001,Dillon,Gee,180,5.24796,0.0291553333
semim001,nan,nan,73,2.25381,0.0308741096
vanss001,Scott,Van Slyke,216,5.35223,0.0247788426
recka001,Anthony,Recker,234,9.23879,0.0394820085
color001,Roman,Colon,1,0.04376,0.04376
dankj001,John,Danks,14,0.18062,0.0129014286
garnc001,Cole,Garner,12,0.69066,0.057555
romia002,Austin,Romine,180,8.54267,0.0474592778
hudsk001,Kyle,Hudson,30,0.92173,0.0307243333
soria001,Alfonso,Soriano,2372,66.43,0.0280059022
medit001,nan,nan,83,1.84568,0.0222371084
marto001,Osvaldo,Martinez,75,3.44987,0.0459982667
taylm001,Michael,Taylor,83,3.08101,0.0371206024
halts002,nan,nan,113,2.95168,0.0261210619
choos001,Shin-Soo,Choo,2505,92.42177,0.0368949182
pereh001,Hernan,Perez,73,2.20509,0.0302067123
davii001,Ike,Davis,1784,59.90323,0.0335780437
redmm001,Mike,Redmond,69,2.73057,0.0395734783
bellj004,Josh,Bell,292,10.52376,0.036040274
negrk001,Kristopher,Negron,5,0.12003,0.024006
millb002,nan,nan,344,9.4957,0.0276037791
narvc001,Chris,Narveson,124,4.78201,0.0385645968
triuc001,Carlos,Triunfel,73,2.30979,0.0316409589
kelld001,Don,Kelly,970,32.03605,0.0330268557
kiesr001,nan,nan,101,3.64897,0.0361284158
whita001,Alex,White,48,1.49002,0.0310420833
boesb001,Brennan,Boesch,1582,66.65573,0.0421338369
mahoj001,Joe,Mahoney,33,0.34164,0.0103527273
lucrj001,Jonathan,Lucroy,1809,58.58411,0.0323848038
procs001,Scott,Proctor,3,0.00488,0.0016266667
galvf001,Freddy,Galvis,428,10.5436,0.0246345794
boscj001,J.C.,Boscan,32,0.73159,0.0228621875
mastd002,Darin,Mastroianni,275,10.77556,0.0391838545
zitob001,Barry,Zito,202,7.3629,0.03645
jimel001,Luis Antonio,Jimenez,18,0.72771,0.0404283333
hudst001,Tim,Hudson,289,8.84768,0.0306148097
colvt001,Tyler,Colvin,1182,44.67867,0.0377992132
guthj001,Jeremy,Guthrie,44,0.67271,0.0152888636
mcgec001,Casey,McGehee,1680,68.37278,0.0406980833
chave002,Endy,Chavez,759,20.52235,0.0270386693
chave001,Eric,Chavez,904,28.39867,0.031414458
niesj001,Jonathon,Niese,241,10.13799,0.0420663485
diazj004,nan,nan,5,0.24359,0.048718
bourp001,Peter,Bourjos,1173,42.26222,0.0360291731
pridj001,Jason,Pridie,263,7.15352,0.0271996958
colec001,Casey,Coleman,55,1.20143,0.0218441818
latom001,Mat,Latos,289,5.84196,0.0202143945
sandj002,Jerry,Sands,258,9.19129,0.035625155
dempr002,Ryan,Dempster,181,8.0728,0.044601105
arenn001,nan,nan,532,18.13893,0.0340957331
alvap001,Pedro,Alvarez,1928,51.96519,0.0269528994
branr001,Russell,Branyan,609,21.19876,0.0348091297
milew001,Wade,Miley,164,5.18857,0.031637622
snydb002,Brad,Snyder,37,0.36298,0.0098102703
snydb003,Brandon,Snyder,165,7.38756,0.0447730909
hickb002,Brandon,Hicks,100,2.57093,0.0257093
wheer001,Ryan,Wheeler,164,6.05883,0.0369440854
cantj001,Jorge,Cantu,720,28.89997,0.0401388472
lucae001,nan,nan,391,10.25024,0.0262154476
bartd001,Daric,Barton,1315,53.00533,0.0403082357
hughl001,Luke,Hughes,363,12.20842,0.033632011
valed001,Danny,Valencia,1294,41.11587,0.0317742427
bakej002,John,Baker,380,13.34465,0.0351175
castw002,Welington,Castillo,678,19.37277,0.0285734071
navay001,Yamaico,Navarro,205,6.54623,0.0319328293
germj001,Justin,Germano,24,0.82006,0.0341691667
heisc001,Chris,Heisey,1194,35.78105,0.0299673786
laruj001,Jason,LaRue,65,2.33661,0.0359478462
gloar001,Ross,Gload,272,11.43244,0.0420310294
middw001,Will,Middlebrooks,702,26.1616,0.0372672365
abreb001,Bobby,Abreu,1586,56.20796,0.0354400757
daviw001,Wade,Davis,11,0.5842,0.0531090909
jimeu001,Ubaldo,Jimenez,136,5.36951,0.0394816912
tracc001,Chad,Tracy,411,10.33038,0.0251347445
roben001,Nate,Robertson,35,0.11185,0.0031957143
kipnj001,Jason,Kipnis,1545,57.78924,0.0374040388
bogub001,Brian,Bogusevic,800,28.63783,0.0357972875
sanch002,Hector,Sanchez,428,12.89325,0.0301244159
boxbb001,Brad,Boxberger,3,0.62162,0.2072066667
altuj001,Jose,Altuve,1604,44.94091,0.0280180237
tekob001,Blake,Tekotte,95,2.81538,0.0296355789
peres002,Salvador,Perez,1023,37.93118,0.0370783773
renda001,nan,nan,409,11.3095,0.0276515892
edmoj001,Jim,Edmonds,279,10.42004,0.0373478136
hernr002,Ramon,Hernandez,973,33.34408,0.0342693525
stule002,Eric,Stults,107,3.76112,0.0351506542
gibbj002,Jay,Gibbons,147,3.00621,0.0204504082
garzm001,Matt,Garza,129,2.93822,0.0227768992
raucj001,Jon,Rauch,2,0.70357,0.351785
hanst001,Tommy,Hanson,181,7.10381,0.0392475691
lewif001,Fred,Lewis,735,21.95569,0.0298716871
carrb001,Brett,Carroll,99,4.07238,0.0411351515
johnj009,Josh,Johnson,151,3.11774,0.0206472848
counc001,Craig,Counsell,433,11.73074,0.0270917783
rodrs002,Sean,Rodriguez,1455,50.24007,0.0345292577
nievw001,Wil,Nieves,540,15.88161,0.0294103889
thayd001,Dale,Thayer,1,0.02053,0.02053
braur002,Ryan,Braun,2393,102.08235,0.0426587338
luebc001,Cory,Luebke,55,1.99925,0.03635
piera001,A.J.,Pierzynski,2109,65.48201,0.0310488431
granc001,Curtis,Granderson,2328,91.15037,0.039153939
chatt001,Tyler,Chatwood,77,1.91824,0.0249122078
martc005,Cristhian,Martinez,15,0.47825,0.0318833333
marta005,nan,nan,48,1.18891,0.0247689583
marta004,Andy,Marte,194,4.82228,0.0248571134
falui001,Irving,Falu,97,2.7608,0.0284618557
kubej002,Jason,Kubel,1927,72.86039,0.0378102698
bradj001,nan,nan,112,4.55893,0.0407047321
chama002,Adron,Chambers,118,4.2044,0.0356305085
fedet001,Tim,Federowicz,196,5.59622,0.0285521429
uribj002,Juan,Uribe,1610,48.35516,0.0300342609
peraw001,Wily,Peralta,75,1.3361,0.0178146667
andir001,Robert,Andino,1143,44.64064,0.039055678
wachm001,nan,nan,30,1.21905,0.040635
montj003,Jesus,Montero,760,25.14632,0.0330872632
sancg001,Gaby,Sanchez,2023,77.49453,0.0383067375
reveb001,Ben,Revere,1432,54.96014,0.038379986
stewc001,Chris,Stewart,722,25.30648,0.0350505263
wilsc004,C.J.,Wilson,31,1.3149,0.042416129
pierj002,Juan,Pierre,2267,90.2535,0.0398118659
kenni001,Ian,Kennedy,292,9.79562,0.0335466438
magim001,nan,nan,8,0.01515,0.00189375
camps002,Shawn,Camp,1,0.28545,0.28545
amara001,Alexi,Amarista,788,24.98957,0.0317126523
cuddm001,Michael,Cuddyer,2263,82.51811,0.0364640345
hartc001,Corey,Hart,1883,67.14954,0.0356609347
gosea001,Anthony,Gose,356,11.89256,0.0334060674
mathj001,Jeff,Mathis,1031,33.81191,0.032795257
satij001,Josh,Satin,263,12.03786,0.0457713308
bettc001,nan,nan,14,0.49467,0.0353335714
dudal001,Lucas,Duda,1323,47.30365,0.0357548375
polap001,Placido,Polanco,1995,62.97077,0.0315642957
frann001,nan,nan,421,12.06515,0.0286583135
dewib001,Blake,DeWitt,798,24.29523,0.0304451504
burrb001,Brian,Burres,31,1.28098,0.0413219355
andre001,Elvis,Andrus,3069,131.6566,0.0428988596
leons001,Sandy,Leon,42,1.29253,0.0307745238
moors001,Scott,Moore,338,7.46124,0.0220746746
peacb001,Brad,Peacock,5,0.30123,0.060246
ibanr001,Raul,Ibanez,2263,72.70469,0.0321275696
greeg002,nan,nan,158,4.30429,0.0272423418
worlv001,Vance,Worley,96,2.42842,0.0252960417
ellia001,A.J.,Ellis,1277,38.36494,0.0300430227
garcj004,Jaime,Garcia,209,8.36959,0.0400458852
guilc001,Carlos,Guillen,379,12.35244,0.03259219
atill001,Luis,Atilano,27,1.22319,0.0453033333
gardb001,Brett,Gardner,1922,76.15909,0.0396249168
lopej002,Javier,Lopez,3,0.35207,0.1173566667
lopej003,Jose,Lopez,1155,33.2176,0.0287598268
