id,first,last,PA1,accScore,score
gorda001,Alex,Gordon,2522,43.705620,0.0173297462
fox-j001,Jake,Fox,281,4.868790,0.0173266548
jonea003,Adam,Jones,2718,47.061850,0.0173148823
santc002,Carlos,Santana,2198,38.045040,0.0173089354
crawb001,Brandon,Crawford,1351,23.383110,0.0173080015
betew001,Wilson,Betemit,1099,19.010830,0.0172982985
younm003,Michael,Young,2928,50.621920,0.0172889071
ariaj001,Joaquin,Arias,741,12.806500,0.0172827260
cainl001,Lorenzo,Cain,891,15.393890,0.0172770932
mathj001,Jeff,Mathis,1031,17.801250,0.0172660039
guerv001,Vladimir,Guerrero,1340,23.121880,0.0172551343
ethia001,Andre,Ethier,2432,41.925490,0.0172390995
bloow001,Willie,Bloomquist,1121,19.320960,0.0172354683
colvt001,Tyler,Colvin,1182,20.364580,0.0172289171
tolbm001,Matt,Tolbert,341,5.871100,0.0172173021
