id,first,last,PA1,accScore,score
cingt001,Tony,Cingrani,36,0.48432,0.0134533333
barar001,Rod,Barajas,1079,18.35754,0.0170134754
davic003,Chris,Davis,1657,32.29436,0.019489656
lindj003,John,Lindsey,14,0.32318,0.0230842857
collj001,Josh,Collmenter,87,1.24808,0.0143457471
bautj002,Jose,Bautista,2370,59.90162,0.0252749451
fontm001,Mike,Fontenot,660,11.12672,0.0168586667
staim001,Matt,Stairs,195,4.32332,0.0221708718
penac001,Carlos,Pena,2225,49.70208,0.0223380135
lidda001,Alex,Liddi,190,3.14183,0.0165359474
downm001,Matt,Downs,542,8.51942,0.0157184871
calhk001,Kole,Calhoun,255,6.5857,0.0258262745
cartc002,Chris,Carter,1006,17.42128,0.0173173757
gonzm002,Marwin,Gonzalez,465,7.58644,0.0163149247
scalb001,Bobby,Scales,20,0.66072,0.033036
winnr001,Randy,Winn,242,4.77649,0.019737562
lavar001,Ryan,Lavarnway,295,6.58758,0.0223307797
gee-d001,Dillon,Gee,180,2.02102,0.0112278889
semim001,nan,nan,73,1.9042,0.0260849315
vanss001,Scott,Van Slyke,216,2.13858,0.0099008333
recka001,Anthony,Recker,234,4.8441,0.0207012821
garnc001,Cole,Garner,12,0.62467,0.0520558333
costm001,Mike,Costanzo,21,0.3528,0.0168
hudsk001,Kyle,Hudson,30,0.62908,0.0209693333
soria001,Alfonso,Soriano,2372,42.21656,0.0177978752
wheez001,nan,nan,34,0.46455,0.0136632353
taylm001,Michael,Taylor,83,0.68076,0.0082019277
halts002,nan,nan,113,1.96015,0.0173464602
choos001,Shin-Soo,Choo,2505,41.39501,0.0165249541
pereh001,Hernan,Perez,73,0.67899,0.0093012329
davii001,Ike,Davis,1784,38.21011,0.0214182231
redmm001,Mike,Redmond,69,1.26097,0.0182749275
escae001,Edgmer,Escalona,11,0.32318,0.02938
bellj004,Josh,Bell,292,4.64756,0.0159163014
negrk001,Kristopher,Negron,5,0.00617,0.001234
millb002,nan,nan,344,6.14215,0.0178550872
narvc001,Chris,Narveson,124,2.9192,0.0235419355
ozunm001,nan,nan,299,4.51994,0.0151168562
kelld001,Don,Kelly,970,16.99704,0.0175227216
kiesr001,nan,nan,101,1.67363,0.0165705941
whita001,Alex,White,48,0.61329,0.012776875
boesb001,Brennan,Boesch,1582,43.57192,0.0275423009
mahoj001,Joe,Mahoney,33,0.3407,0.0103242424
lucrj001,Jonathan,Lucroy,1809,34.41661,0.0190252128
procs001,Scott,Proctor,3,0.00467,0.0015566667
galvf001,Freddy,Galvis,428,7.59845,0.0177533879
boscj001,J.C.,Boscan,32,0.37676,0.01177375
zitob001,Barry,Zito,202,3.5759,0.0177024752
axeld001,Dylan,Axelrod,2,0.32888,0.16444
hudst001,Tim,Hudson,289,4.10162,0.0141924567
colvt001,Tyler,Colvin,1182,30.43522,0.0257489171
tolbm001,Matt,Tolbert,341,6.26797,0.0183811437
mcgec001,Casey,McGehee,1680,40.21271,0.0239361369
chave002,Endy,Chavez,759,15.00386,0.0197679315
chave001,Eric,Chavez,904,16.95681,0.0187575332
bourp001,Peter,Bourjos,1173,24.80996,0.021150861
pridj001,Jason,Pridie,263,4.5532,0.0173125475
colec001,Casey,Coleman,55,0.38257,0.0069558182
latom001,Mat,Latos,289,5.30066,0.0183413841
sandj002,Jerry,Sands,258,5.53101,0.0214380233
dempr002,Ryan,Dempster,181,2.51976,0.013921326
arenn001,nan,nan,532,9.12277,0.0171480639
alvap001,Pedro,Alvarez,1928,32.63336,0.0169260166
branr001,Russell,Branyan,609,12.92041,0.02121578
milew001,Wade,Miley,164,2.53493,0.0154568902
snydb002,Brad,Snyder,37,0.32967,0.00891
snydb003,Brandon,Snyder,165,3.66986,0.0222415758
hickb002,Brandon,Hicks,100,0.70422,0.0070422
wheer001,Ryan,Wheeler,164,2.29027,0.013965061
cantj001,Jorge,Cantu,720,17.82345,0.0247547917
lucae001,nan,nan,391,6.47895,0.0165702046
bartd001,Daric,Barton,1315,27.8822,0.0212031939
hecha001,Adeiny,Hechavarria,738,9.66863,0.0131011247
valed001,Danny,Valencia,1294,22.44049,0.0173419552
jonea002,Andruw,Jones,845,17.96455,0.0212598225
flahr001,Ryan,Flaherty,453,7.82726,0.0172787196
castw002,Welington,Castillo,678,10.40469,0.0153461504
navay001,Yamaico,Navarro,205,4.01672,0.0195937561
germj001,Justin,Germano,24,0.90776,0.0378233333
johnc003,Chris,Johnson,1896,34.75803,0.0183322943
laruj001,Jason,LaRue,65,0.44154,0.0067929231
gloar001,Ross,Gload,272,7.17217,0.0263682721
middw001,Will,Middlebrooks,702,19.00206,0.0270684615
abreb001,Bobby,Abreu,1586,36.54937,0.023045
daviw001,Wade,Davis,11,0.32318,0.02938
jimeu001,Ubaldo,Jimenez,136,2.88484,0.0212120588
spean001,Nate,Spears,8,0.3528,0.0441
tracc001,Chad,Tracy,411,5.58044,0.0135777129
roben001,Nate,Robertson,35,0.1449,0.00414
kipnj001,Jason,Kipnis,1545,32.77043,0.0212106343
bogub001,Brian,Bogusevic,800,17.1687,0.021460875
lestj001,Jon,Lester,28,1.3059,0.0466392857
boxbb001,Brad,Boxberger,3,0.32318,0.1077266667
altuj001,Jose,Altuve,1604,30.32766,0.0189075187
tekob001,Blake,Tekotte,95,0.75476,0.0079448421
peres002,Salvador,Perez,1023,18.08237,0.017675826
renda001,nan,nan,409,9.78071,0.0239137164
edmoj001,Jim,Edmonds,279,5.73812,0.0205667384
hernr002,Ramon,Hernandez,973,18.65383,0.0191714594
stule002,Eric,Stults,107,1.78196,0.0166538318
gibbj002,Jay,Gibbons,147,3.44414,0.0234295238
garzm001,Matt,Garza,129,1.14968,0.0089122481
raucj001,Jon,Rauch,2,0.32318,0.16159
hanst001,Tommy,Hanson,181,3.34263,0.0184675691
lewif001,Fred,Lewis,735,14.89656,0.0202674286
carrb001,Brett,Carroll,99,1.07779,0.0108867677
johnj009,Josh,Johnson,151,1.97433,0.0130750331
thomc002,Clete,Thomas,360,6.24244,0.0173401111
morrl001,Logan,Morrison,1550,39.00512,0.0251645935
nievw001,Wil,Nieves,540,8.36806,0.0154964074
chirr001,Robinson,Chirinos,97,0.86094,0.0088756701
gonzc001,Carlos,Gonzalez,2286,64.81956,0.0283550131
luebc001,Cory,Luebke,55,0.9926,0.0180472727
piera001,A.J.,Pierzynski,2109,43.82696,0.0207809199
granc001,Curtis,Granderson,2328,53.31351,0.0229009923
chatt001,Tyler,Chatwood,77,1.15176,0.0149579221
marta005,nan,nan,48,0.36329,0.0075685417
willd003,Dontrelle,Willis,42,1.35067,0.0321588095
falui001,Irving,Falu,97,1.26963,0.0130889691
marta004,Andy,Marte,194,2.54379,0.0131123196
kubej002,Jason,Kubel,1927,47.14983,0.0244679969
bradj001,nan,nan,112,2.38611,0.0213045536
chama002,Adron,Chambers,118,2.04875,0.0173622881
fedet001,Tim,Federowicz,196,2.38684,0.0121777551
uribj002,Juan,Uribe,1610,26.02083,0.0161620062
peraw001,Wily,Peralta,75,0.15937,0.0021249333
andir001,Robert,Andino,1143,25.77555,0.0225507874
wachm001,nan,nan,30,0.36821,0.0122736667
montj003,Jesus,Montero,760,17.34887,0.0228274605
sancg001,Gaby,Sanchez,2023,50.1963,0.0248128028
reveb001,Ben,Revere,1432,29.45695,0.0205704958
stewc001,Chris,Stewart,722,13.46506,0.0186496676
wilsc004,C.J.,Wilson,31,0.65295,0.0210629032
pierj002,Juan,Pierre,2267,43.00713,0.018970944
kenni001,Ian,Kennedy,292,6.03009,0.0206509932
triuc001,Carlos,Triunfel,73,1.57241,0.021539863
amara001,Alexi,Amarista,788,14.66524,0.0186107107
cuddm001,Michael,Cuddyer,2263,57.15507,0.0252563279
hartc001,Corey,Hart,1883,37.2579,0.0197864578
gosea001,Anthony,Gose,356,6.86984,0.0192973034
mathj001,Jeff,Mathis,1031,14.29636,0.0138664985
satij001,Josh,Satin,263,6.9163,0.0262977186
bettc001,nan,nan,14,0.26198,0.0187128571
polap001,Placido,Polanco,1995,34.60793,0.0173473333
iannc001,Chris,Iannetta,1345,21.36851,0.015887368
dewib001,Blake,DeWitt,798,14.34907,0.0179812907
burrb001,Brian,Burres,31,0.81463,0.0262783871
andre001,Elvis,Andrus,3069,81.29511,0.0264891202
leons001,Sandy,Leon,42,0.024,0.0005714286
mosed001,Dustin,Moseley,37,0.3407,0.0092081081
moors001,Scott,Moore,338,3.55014,0.0105033728
ibanr001,Raul,Ibanez,2263,52.32798,0.0231232788
greeg002,nan,nan,158,2.2177,0.0140360759
santo001,Omir,Santos,33,0.77131,0.0233730303
ellia001,A.J.,Ellis,1277,20.21566,0.0158305873
garcj004,Jaime,Garcia,209,3.66645,0.017542823
guilc001,Carlos,Guillen,379,8.68125,0.0229056728
mitcr001,Russ,Mitchell,106,0.42266,0.0039873585
atill001,Luis,Atilano,27,0.53571,0.0198411111
gardb001,Brett,Gardner,1922,41.59507,0.0216415557
lopej003,Jose,Lopez,1155,20.37458,0.017640329
matsd001,Daisuke,Matsuzaka,21,0.32977,0.0157033333
lallb001,Blake,Lalli,43,0.78919,0.0183532558
golsg001,Greg,Golson,35,0.4725,0.0135
frann001,nan,nan,421,7.82159,0.0185785986
canzr001,Russ,Canzler,105,2.34789,0.0223608571
johne002,Elliot,Johnson,828,14.71745,0.0177746981
buted001,Drew,Butera,558,7.72216,0.0138389964
kersc001,Clayton,Kershaw,342,6.18732,0.0180915789
rodrh003,Henry,Rodriguez,28,0.14362,0.0051292857
murpj001,nan,nan,28,0.32977,0.0117775
moora001,Adam,Moore,258,2.25654,0.0087462791
moorm003,Matt,Moore,7,0.67047,0.0957814286
michj001,Jason,Michaels,382,7.76717,0.0203329058
rottv001,Vinny,Rottino,88,1.88926,0.0214688636
hermj001,Jeremy,Hermida,337,7.9,0.0234421365
hayeb001,Brett,Hayes,377,5.04212,0.0133743236
mills001,Shelby,Miller,66,1.76304,0.0267127273
gregd001,Didi,Gregorius,437,8.81748,0.0201772998
cairm001,Miguel,Cairo,687,14.64845,0.0213223435
kellc001,Casey,Kelly,12,0.32977,0.0274808333
fordl001,Lew,Ford,90,0.87323,0.0097025556
mclon001,Nate,McLouth,1564,28.08258,0.0179556138
nix-j001,Jayson,Nix,1068,20.00367,0.0187300281
hamim001,Mark,Hamilton,67,1.07983,0.0161168657
quinr002,Robb,Quinlan,40,0.37466,0.0093665
freef001,Freddie,Freeman,1980,44.98397,0.0227191768
huffc001,Chad,Huffman,23,0.68938,0.0299730435
bellr002,Ronnie,Belliard,192,4.78773,0.0249360938
diazm003,Matt,Diaz,678,14.62206,0.0215664602
almoe001,Erick,Almonte,29,0.48432,0.0167006897
